name,phone
Hwa Yik (Klang) Tour & Travel Sdn Bhd,+60 (03) 33598718
Hwa Yik Tour & Travel (PG) Sdn. Bhd.,+60 (04) 2622333
Tetsin Travel & Tours Sdn. Bhd.,-
Hwajing Travel & Tours Sdn. Bhd.,+60 (03) 92002929
Hwee Siang Tour & Travel Sdn. Bhd.,+60 (07) 9312173
Hyad Travel & Tours Sdn Bhd,+60 (06) 3357077
Hybrid Holidays Sdn. Bhd.,+60 (03) 80666599
Hydramas Travel & Tours Sdn. Bhd.,+60 (03) 41066818
HYT Travel Services Sdn Bhd,+06 (05) 2554060
I Cool Tours & Travel Sdn Bhd,+6 (05) 5482890
I Vacations Sdn Bhd,+6 (03) 62637623
Iadventure Escape Tours And Travel Sdn Bhd,+60 (03) 21812200
IBC Tours Corporation (Malaysia) Sdn Bhd,+6 (03) 26924313
Ibrah Travel & Tours Sdn. Bhd.,+60 (014) 7954548
Ibrahim Holidays Travel Sdn. Bhd.,(09) 6826438
Ibtisam Travel & Tours Sdn Bhd,+6 (03) 61388042
Ice Holidays Sdn. Bhd.,+06 (03) 27700700
I-City Travel Sdn Bhd,+60 (3) 55218629
Ideal Holidays (Borneo) Sdn Bhd,+60 (088) 213042
Ideal Travel Xperience Sdn Bhd,+60 (03) 91307130
Ideamas Tours & Travel Sdn Bhd,+60 (03) 56317299
Ifeel Tours & Travel Sdn Bhd,+60 (3) 33411225
IFly  Holiday (M) Sdn Bhd,+60 (16) 8781107
Ifwat Trans Travel & Tours Sdn. Bhd.,+60 (06) 7638181
IHL Explorer Sdn. Bhd.,+06 (03) 87519734
IK Chin Travel Service (Kuching) Sdn Bhd,+60 (082) 646734
Ik Chin Travel Service (M) Sdn. Bhd.,+06 (07) 2233860
Ikhlas Com Travel and Umrah Sdn Bhd,+60 (13722) 9478
Iltizam Resort Holidays Sdn. Bhd.,+06 (06) 3842609
Image Travel & Tours Sdn. Bhd.,+60 (03) 21483159
Impian Kembara Holiday Sdn. Bhd.,+60 (03) 48208061
In Saff Travel & Tours Sdn Bhd,+6 (09) 6284090
Inch Kenneth Tours (M) Sdn Bhd,+60 (03) 21444446
Indah Travel & Tour Sdn. Bhd.,+60 (03) 61874444
Indigo Holiday Sdn. Bhd.,+06 (03) 33588718
Infinity Scuba Dive Centre Sdn Bhd,+60 (089) 781992
Inno Travel & Tour Services Sdn Bhd,+6 (088) 212828
Innosar Holiday Sdn. Bhd.,+60 (82) 502867
Innovative Holidays Sdn Bhd,+60 (03) 41418546
Inqaz Travel & Tour Sdn Bhd,+60 (06) 7907747
Insar Tours & Travel Sdn. Bhd.,(82) 248112
Instant Car Rental & Travel Sdn Bhd,+06 (012) 2832967
Inter Phoenix Travel & Tours (Sabah) Sdn Bhd,+06 (01281) 79289
Inter-Borneo Tours Sdn Bhd,+60 (082) 233193
Intercity Travel And Tour Sdn. Bhd.,+06 (04) 7308888
Inter-Continental Travel Centre Sdn Bhd,+60 (082) 256155
Interhighlands Adventure Sdn. Bhd.,+6 (089) 221939
Interlink Trans & Tours Sdn Bhd,+60 13724566
International Tours Sdn. Bhd.,+60 (03) 21444400
Inter-Red Travel & Tours (M) Sdn. Bhd.,+06 (03) 31877588
Intra Travel Service Sdn. Bhd.,+60 (088) 267298
Intratama Travel Consultant & Tours (M) Sdn Bhd,+60 (03) 61850010
Intrepid Travel (Malaysia) Sdn Bhd,+60 (088) 485813
Ipoh Golden Dragon Tour Sdn. Bhd.,+60 (05) 2551150
Ipoh Overland Tours & Travel Sdn. Bhd.,+06 (05) 2532766
Ipoh Overland Tours & Travel Sdn. Bhd.,+6 (07) 3363038
Ipoh Permai Travel & Tours Sdn Bhd,+06 (019) 5701073
Irich Travel & Tours Sdn Bhd,+60 (013) 7736186
Irkaz Travel & Tours Sdn Bhd,+60 (03) 41417700
IR-Saf Holiday & Express Sdn. Bhd.,+06 (04) 7326929
I-Serve Technology & Vacations Sdn Bhd,+60 (03) 80259919
Isky Travel & Tours Sdn. Bhd.,+60 (05) 2541213
Island Paradise Travel & Tours Sdn. Bhd.,+06 (07) 2886622
Isma Holiday Sdn Bhd,+60 (07) 5909497
Ismail Travel & Tours Sdn Bhd,+60 (017) 9040335
Ismazul Travel Agency Sdn Bhd,+6 (03) 61887077
Isobumi Travel Sdn Bhd,+60 (11) 72204375
Isra Travel Sdn Bhd,+60 (03) 89280103
Isyraq Travel & Tours Sdn. Bhd.,-
Itau Travel & Tours Sdn Bhd,+06 (04) 9665888
ITCS Travel & Tours Sdn Bhd,+60 (03) 91344333
ITT Travel & Tours Sdn. Bhd.,+06 (06) 2814806
ITT Vacations Sdn. Bhd.,+06 (03) 87335272
Ivy Holidays Sdn. Bhd.,+06 (05) 8052927
I-World Travel & Tours Sdn. Bhd.,+06 (088) 413997
Izza Batrisya Tour & Travel Sdn. Bhd.,+60 (03) 20223239
J & C Travel Sdn. Bhd.,+60 (07) 2888308
J & J Travel & Tours Sdn.Bhd.,+06 (03) 21431428
J & W Car Rental Sdn Bhd,+06 (09) 7737312
JA Travel & Tours Sdn Bhd,+60 (03) 41318181
JA Vacations Sdn Bhd,+60 (3) 60932284
JA.V Holidays Sdn Bhd,+60 (019) 4081145
Jaayamogan Travel & Tours Sdn Bhd,+60 (04) 6457273
JAD Travel & Tours (M) Sdn Bhd,+06 (010) 5188803
Jafila Travel & Tours Sdn Bhd,+60 (04) 7333624
Japan Travel Bureau (Malaysia) Sdn. Bhd.,+06 (03) 23303388
Jaringan Timur Tengah Holidays Sdn Bhd,+60 (3) 27703626
Jasa Mabrur Travel & Tours Sdn Bhd,+06 (04) 9175540
Jasa Teratai Holidays Sdn Bhd,+60 (9) 7667999
Jasmine Travel & Tours (Sabah) Sdn. Bhd.,+60 (088) 233230
Jasper Travel & Tours Sdn. Bhd.,+06 (03) 31877233
Jassan Adventure Tour & Travel Sdn Bhd,+60 (013) 8337969
Samudera Transport And Tours Sdn. Bhd.,+6 (05) 6890300
Jaunt Asia Travel & Tour Sdn Bhd,+60 (082) 265568
Jawahir Travel & Tours Sdn Bhd,(013) 5126076
Jay Ibrahim Travel & Tours Sdn. Bhd.,+60 (06) 2658997
Jaya Lanka Travel & Tour Sdn Bhd,+60 (03) 40421896
Jazirah Holiday Sdn. Bhd.,-
Jejak Borneo Travel & Tours Sdn. Bhd.,+601 (14) 6113110
Jenshen Tours And Travel Sdn Bhd,+60 (07) 3556166
Jesselton Bluesky Tours Sdn Bhd,+6 (016) 8439944
Jet Blue Travel & Tours Sdn. Bhd.,+06 (03) 20221273
Jet-Liner Travel Sdn. Bhd.,+6 (088) 247747
Jetworld Holidays Travel & Tours Sdn. Bhd.,+06 (03) 22834300
JFS Holidays Sdn Bhd,+60 (012) 2435688
J-Horizons Travel (M) Sdn. Bhd.,+06 (03) 21610922
JJ Tour Service Sdn. Bhd.,+60 (085) 324690
JK Emerald Travel & Tours Sdn.Bhd,+60 (03) 40317458
JKC Travel & Tours Sdn. Bhd.,+06 (03) 77278493
JL Travel And Tours Sdn. Bhd.,+60 (06) 9784818
JMI Travel & Tours Sdn Bhd,+60 (03) 26981888
JMK Holidays Travel & Tours Sdn Bhd,+06 (03) 20701334
JOC Holiday Travel & Tours Sdn Bhd,(07) 6619985
Jollyland Travel Sdn. Bhd.,+60 (88) 733702
Jom Jalan Jalan Travel & Tours Sdn. Bhd.,+60 (012) 6058276
Jom Sabah Travel Sdn Bhd,-
Jomventures Travel & Tours Sdn Bhd,+60 (3) 84082277
Jouis Holiday Travel & Tour Sdn Bhd,+60 (017) 4798828
Journey Travel Agencies Sdn. Bhd.,+06 (082) 424934
JR Globe Value & Tours Sdn Bhd,+06 (06) 2817688
JR Vacation Sdn Bhd,+60 (03) 92222233
JRH Travel & Tours Sdn. Bhd.,+06 (351) 1226
JS Memory Travel & Tours Sdn Bhd,+60 (03) 20221229
JSK Tours And Travel Sdn Bhd,+6 (088) 210038
JTA Tours (M) Sdn. Bhd.,+60 (03) 21425911
Juara Astral Travel & Tours Sdn. Bhd.,+60 (03) 87375211
Juara Travel & Tours Sdn Bhd,+60 (03) 92267105
Jubilant Travel Services Sdn Bhd,+06 (085) 418739
Jungle Adventure Travel Sdn Bhd,+60 (013) 9176995
Just Relax Holidays Sdn Bhd,+6 (03) 80823993
Justravel Tour Sdn. Bhd.,+006 (03) 74998614
JW Tours & Travel Sdn Bhd,+60 (16) 8102979
JYM Travel Services Sdn. Bhd.,+06 (04) 2108116
K.E. Travel & Tours Sdn Bhd,+60 (06) 8569572
K.H. Travel (M) Sdn. Bhd.,+60 (07) 2248888
K.L. Tours & Transport Sdn Bhd,+6 (016) 8598333
KA Rental Travel & Tours Sdn Bhd,+60 (086) 3132219
Ka Sin Travel & Tours (M) Sdn Bhd,+60 (06) 3369501
Kaiser Travel & Tour Sdn Bhd,+06 (03) 87403555
Kaizen Holidays Sdn. Bhd.,+60 (019) 8417520
Kalao Voyages Sdn. Bhd.,+60 (03) 41073118
Kanayuky Travel Agency Sdn Bhd,+06 (06) 3355277
Kanchi Holidays Sdn Bhd,+06 (011) 15150700
Karambunai Residence (MM2H) Sdn Bhd,+60 (088) 494388
Karisma Car Rental Sdn Bhd,+06 (09) 7733824
Karya Merdeka Travel & Tour Sdn Bhd,+605 (770) 1638
Kasturi Mulia Travel & Tours Sdn. Bhd.,+06 (04) 4692184
Kay-Anista Holidays Sdn. Bhd.,+60 (03) 90805443
Kayworld Travel & Tours Sdn. Bhd.,+60 (088) 211342
KCM Holidays Travel & Tours Sdn Bhd,+6 (03) 22601174
K-Connection Holidays Sdn Bhd,+60 (06) 6011225
Kelana Jaya Travel & Tours Sdn Bhd,+60 (06) 3843560
Kembara Dunia Ash Shakirin Sdn Bhd,+60 (4) 4259126
Kembara Khalifah Travel Sdn Bhd,+603 (6150) 3434
Kembara Riadah Travel & Tours Sdn Bhd,+60 (04) 5783131
Kembara Salam Travel & Tours Sdn Bhd,+60 (03) 50218285
Kembara Sufi Travel & Tours Sdn. Bhd.,+006 (03) 55234498
Kembara Tirai Travel & Tours Sdn. Bhd.,+60 (03) 33431987
Kembara Umrah Sdn. Bhd.,+11 (09) 6171087
Kemboja Juara Travel & Tours Sdn Bhd,+60 (04) 8812503
Ken Hin Travel & Transport Sdn Bhd,+60 (03) 91320277
Kenzar Travel & Tours Sdn. Bhd.,+06 (06) 2811133
Keramat Kinabalu Travel & Tours Sdn Bhd,+06 (088) 760228
Kereta Sewa Maju Jaya Sdn. Bhd.,+06 (05) 2555510
Keris Travel & Tours Sdn. Bhd.,+60 (05) 2417100
Kesedar Hotel Travel & Tours Sdn Bhd,+06 (09) 9121229
Key Term Holidays Sdn Bhd,+60 (03) 56241101
Khaimal Borneo Travel & Tours Sdn Bhd,+60 (08) 2523191
Khaimal Travel & Tours Sdn Bhd,-
Khaimal Travel And Tours (Southern) Sdn. Bhd.,+6 (012) 7695101
Khomsah Travel & Tour Sdn Bhd,+06 (06) 6778141
Kiara Holidays Sdn. Bhd.,+60 (09) 3122777
Kiffah Travel & Tours (M) Sdn Bhd,+60 (03) 62745264
Keris Travel & Tours Sdn. Bhd.,+60 (05) 2417100
Kim Asia Travel & Tours Sdn Bhd,+60 (05) 2492366
Kin Yee Travel & Tours Sdn Bhd,+06 (06) 2818478
Kinabalu Cemerlang Travel & Tours Sdn Bhd,+088 (772) 949
Kinabalu Delights Tours Sdn. Bhd.,+60 (088) 710018
Kinabalu Heritage Tours & Car Rental Sdn Bhd,+60 (088) 318311
Kinabalu Travel Service Sdn Bhd,+6 (088) 225990
Kinaki Travel & Tours Sdn. Bhd,+60 (06) 9763128
Kingdom Paradise Tours & Travel Sdn. Bhd.,+6 (088) 717812
Kingwood Travel Services (Kuching) Sdn. Bhd.,+60 (084) 334788
Kirana Holidays Sdn. Bhd.,+60 (06) 2400636
Kisha Transtour & Travel Sdn Bhd,+60 (05) 3204750
Kishanthini Travel & Limo Services Sdn Bhd,+60 (03) 22760921
Kita Tours & Travel Sdn Bhd,+603 (03) 21433939
KK Express Travel Sdn Bhd,+60 (088) 701833
KK Leisure Tour & Rent A Car Sdn. Bhd.,+60 (88) 234607
KKM Travel & Tours Sdn. Bhd.,+06 (085) 417899
KKSS Transtour (M) Sdn Bhd,+60 (03) 60643873
KL Travel Services Sdn Bhd,+60 (12) 6669904
KLM Tour & Travel Sdn Bhd,+60 (04) 4209999
KMT Global Rent A Car & Tours Sdn. Bhd.,+6 (088) 223022
Koiman Travel & Tour Sdn Bhd,+60 (03) 61873386
Kok Ho Travel Sdn. Bhd.,+6 (03) 78652992
Kokitab Leisure & Management Sdn. Bhd.,+06 (09) 6232321
Komtar Tours & Travel Sdn. Bhd.,+60 (04) 2628222
Kong Teck Travel & Tours Sdn Bhd,+6 (086) 313219
KOP Travel & Tours Sdn. Bhd.,+60 (03) 227487484
Kopetro Travel & Tours Sdn. Bhd.,+60 (03) 21641577
KOSAS Travel & Tours Sdn. Bhd.,+60 (03) 78654429
Kota Mas Travel & Tours Sdn Bhd,+06 (03) 40454822
KPK Travel & Tours Sdn. Bhd.,+06 (03) 2620714
KPS Travels Sdn. Bhd.,+60 (03) 33733007
KPS Ventures Leiisure Events Holidays Sdn Bhd,+6 (019) 2733369
KR Travel & Tours Sdn. Bhd.,+60 (06) 7996259
Kris International TravelTours Sdn Bhd,+60 (03) 22822580
Krissjaya Holidays Sdn. Bhd.,+60 (012) 7272715
KSA Travel & Tours Sdn. Bhd.,+6 (05) 2424009
KSB Travel & Tours Sdn. Bhd.,+60 (03) 92817878
KSD Holiday Travel Sdn. Bhd.,+60 (06) 2865602
KTNB Travel & Tours Sdn. Bhd.,+06 (03) 22821324
Kuala Besut Travel & Tours Sdn Bhd,+60 (09) 6974948
Kuantan River Ecotours & Adventures Sdn Bhd,+6 (011) 16471617
Kuching Holidays & Car Rental Sdn. Bhd.,+06 (082) 465155
Kulim First Travel & Tours (M) Sdn Bhd,+6 (04) 4909711
Kunak Holiday Sdn Bhd,+60 (089) 758148
Kungfu Travels & Tours Sdn.Bhd.,+60 (04) 6428288
Kuoni Tumlare Travel Sdn Bhd,+60 (03) 21612635
Kwok Ping Travel & Tours Sdn. Bhd.,+60 (03) 33235555
La Global Travel Sdn. Bhd.,+6 (03) 77330688
La Holidays Travel & Tour Sdn Bhd,+60 (03) 20781899
Labbaik Travel & Tours Sdn Bhd,+60 (03) 92266117
Labuk Bay Nature Tour Sdn. Bhd.,+6 (089) 672133
Lafaz Syukur Travel & Tours Sdn Bhd,+60 (04) 8813173
Laguna Redang Travel & Tours Sdn Bhd,+6 (03) 21411188
Laksana Sutera Travel & Tours Sdn Bhd,+60 (06) 7615906
Lamag Wildlife Adventure Sdn Bhd,-
Lan Taboor Travel & Tours Sdn Bhd,+60 (9) 845200
Land Star Tour Sdn Bhd,+06 (088) 486196
Landcraft Holiday Sdn Bhd,-
Landmark Travel & Tours Sdn. Bhd.,+60 (07) 4347923
Langkawi Holidays Sdn. Bhd.,+60 (04) 9666188
Langkawi Hot Spot Vacation Sdn Bhd,+60 (012) 5909975
Langkawi Saga Travel & Tours Sdn. Bhd.,+06 (04) 9669140
Langkawi Thai Village Holidays Sdn Bhd,+60 (016) 4318016
Langkawi Travellers & Recreation Sdn. Bhd.,+60 (013) 3814159
Lankayan Island Dive Resort Sdn. Bhd.,+60 (089) 674999
Lapan Lapan Express & Holidays Sdn. Bhd.,+6 (012) 6331318
Lavender Travel & Tours Sdn Bhd,+6 (013) 2935484
Lavendra Travel & Tours Sdn Bhd,+06 (678) 1721
Layang-Layang Island Resort  Sdn. Bhd.,+60 (018) 2202838
LCB Tour Sdn Bhd,+06 (07) 4315004
LD Tours & Travel Sdn Bhd,+6 (089) 881558
LDA Labuan (Holdings) Travel & Tour Sdn Bhd,+6 (087) 413155
Le Holidays Sdn Bhd,+6 (06) 3346184
Leading Travel Planners Sdn. Bhd.,+60 (03) 20267777
Legasi Travel & Tours (M) Sdn Bhd,+6 (03) 41441187
Legend Vacations Sdn Bhd,+06 (03) 41497948
Legion Parking & Tours (Malaysia) Sdn Bhd,+60 (3) 22745254
Leisure Avenue (MM2H) Sdn. Bhd.,+60 (088) 317188
Leisure Dreams Travel & Tours Sdn. Bhd.,+60 (03) 33447122
Leisure Holidays Travel Sdn. Bhd.,+60 (03) 62866218
Leren Travel & Tours Sdn. Bhd.,+60 (09) 6318066
Lero Travel & Tours (M) Sdn Bhd,+60 (03) 89421909
Levingo Travel Sdn Bhd,+60 (016) 2613988
LF (MM2H) Sdn Bhd,+60 (013) 8303606
Liberty Travel & Tours (M) Sdn. Bhd.,+60 (03) 50332713
Light Holidays Travel & Tour Sdn. Bhd.,+6 (014) 3763130
Like Sabah Holiday Sdn. Bhd.,+60 (88) 318831
Limbang Travel Service Sdn Bhd,+60 (085) 413228
Limora Travel Services Sdn. Bhd.,+60 (03) 41490707
Lintas Travel Services (M) Sdn. Bhd.,+06 (03) 92074888
Lion Sight Travel & Tours Sdn Bhd,+06 (12) 6588493
Lite Travel & Tours Sdn Bhd,+60 (03) 30058233
LKS Bus & Tours Services Sdn Bhd,+60 (07) 6636707
LMN Travel & Tours Sdn Bhd,+60 (06) 2860398
LNH Tour & Transport Sdn Bhd,+60 (03) 87243118
Lodging Partner Travel Sdn Bhd,+06 (03) 56243000
Lombok Jaya Travel Tours Sdn. Bhd.,+60 (09) 5398667
Lonca Tours & Travel Sdn. Bhd.,+60 (03) 79604735
Lotte World Vacations Sdn Bhd,+60 (6) 3340809
Lotus Asia Tour Sdn. Bhd.,+60 (03) 21617075
Lotus Holidays Sdn. Bhd.,+60 (03) 22836333
Lotus Star Holidays Sdn. Bhd.,+60 (03) 89412144
Love Holiday Sdn Bhd,+6 (03) 90191101
Lovely Memory Holiday Sdn. Bhd.,+60 (03) 95432870
Lovely Travels & Tours Sdn Bhd,+60 (09) 6974297
Lovena Travel & Tours Sdn. Bhd.,+06 (07) 7735050
LSC Travel & Tours Sdn. Bhd.,+60 (07) 4312200
LT Travel & Tours (M) Sdn Bhd,+60 (3) 92222333
LTS Explorer Tours Sdn Bhd,+60 (03) 79836236
Lucky Adventures Travel & Tours Sdn Bhd,+6 (088) 275070
Lucky Tours & Travel Service Sdn Bhd,+60 (04) 2641577
Luckylife Travel & Tours Sdn. Bhd.,+60 (03) 42855243
Lung Chia Pin Travel & Tours Sdn. Bhd.,+60 (082) 362238
Luxury Megaway Tours Sdn. Bhd.,+60 (016) 3331909
Luxury Tours (Malaysia) Sdn. Bhd.,+60 (03) 22836331
LV Island Travel & Tours Sdn. Bhd.,+60 (04) 9668173
LX Travel Services Sdn Bhd,+06 (03) 89498172
LXC Travel & Tours Sdn Bhd,+006 (017) 7012962
Lye Peng Travel & Tours Sdn Bhd,+60 (04) 2388118
LYL Leisure Holidays Sdn Bhd,+06 (03) 90802855
M.S. Star Travel Agencies Sdn. Bhd.,+06 (03) 27867555
M.T.P. Abdul Kadir Travel & Tours Sdn. Bhd.,+06 (07) 2276666
MA AVA Travels & Tours Sdn. Bhd.,+60 (06) 7942210
Mabul Paradise Adventure & Sea Sport Sdn Bhd,+6 (016) 8922218
Mackin Travel & Tour Sdn Bhd,+06 (03) 80232240
Madinah Travel & Tours Sdn Bhd,+60 (03) 26911222
Mados Tours & Travel Sdn. Bhd.,+60 (07) 3344001
Mael Travel & Tours Sdn Bhd,+06 (05) 6923593
Maghfirah Travel & Tours Sdn Bhd,+60 (03) 87410215
Mah Moh Hin Travel Agencies Sdn Bhd,+60 (85) 211881
Mahabbaten Travel & Tours Sdn Bhd,+60 (03) 55246673
Mahazir Holidays (M) Sdn Bhd,+60 (03) 89454277
Mahes Travel & Tour Sdn. Bhd.,+06 (03) 62629321
Mahira Travel & Tours Sdn Bhd,+60 (03) 62765610
Majestic Express Holidays Sdn Bhd,+60 (03) 91079839
Majestic Leisure & Tours Sdn Bhd,+60 (085) 427751
Majestic Tours & Travels Sdn. Bhd.,+06 (03) 92866450
Maju Holiday N Leisure Sdn Bhd,+60 (03) 27752767
Mal Central Travel Sdn. Bhd.,+06 (03) 91002233
Malai Adventure Sdn. Bhd.,+60 (03) 21633090
Malaysia Airlines Holidays Sdn Bhd,+6 (03) 87779565
Malaysia Tours & Travel Agencies Sdn Bhd,+06 (04) 2267163
Malaysian Harmony Tour & Travel Sdn. Bhd,+60 (03) 21414226
Malaysian Motorcycle Getaways Sdn Bhd,+60 (03) 61418612
Malaysian Travel Business Sdn. Bhd.,+60 (03) 21630162
Mama's Holiday Sdn Bhd,+60 (09) 6904600
Mangga Travel & Tours (Selangor) Sdn Bhd,+06 (03) 89422000
Regular Holidays Travel & Tours Sdn. Bhd,+60 (03) 62747931
Mann Travel & Tours (Sabah) Sdn Bhd,+60 (03) 42527468
Mann Travel & Tours (Sarawak) Sdn Bhd,+6 (016) 2613071
Mann Travel & Tours Sdn. Bhd.,+60 (03) 42527468
Manna Tours & Travel Sdn. Bhd.,+60 (19) 8133531
Mantop Travel & Tours Sdn. Bhd.,+60 (013) 7045033
Maple Travel (M) Sdn. Bhd.,+60 (08) 268677
Maqbul Travel & Tours Sdn Bhd,+06 (03) 92865205
Marampayan Tours Sdn. Bhd.,+6 (013) 8569164
Mari Sabahyou Tours Sdn. Bhd.,+60 (088) 718234
Marine Discovery Holidays Sdn Bhd,+60 (03) 21457880
Marine World Borneo Sdn Bhd,+6 (088) 486300
Mars-Link Travel & Tours Sdn Bhd,+60 (03) 40416792
Marvelous Borneo Tours & Events Sdn Bhd,+60 (011) 16000493
Marvelous Vacation Sdn Bhd,+6 (089) 202121
Masa Handal Travel & Tour Holding Sdn Bhd,+6 (05) 2558801
Masa Permata Holiday Sdn Bhd,+60 (09) 6181822
Masania Travel & Tour Sdn Bhd,+60 (03) 80662067
Mas-Be Travel Services Sdn Bhd,+06 (03) 62638869
Masenang Tours & Travel Sdn. Bhd.,+006 (088) 268288
Masrina Travel Sdn. Bhd.,+60 (07) 2370585
Master Leisure Travel Agency Sdn Bhd,+06 (089) 750722
Matahari Holiday Sdn Bhd,+06 (03) 80803300
Matahari Tours Sdn. Bhd.,+60 (12) 8273008
Matthewpaul Tours & Travel Sdn Bhd,+60 (088) 233032
Mawar Holidays Sdn. Bhd.,+06 (03) 61860188
Maxi Rent A Car & Tours Sdn. Bhd.,+06 (06) 3346262
Maxim Holidays Sdn Bhd,+60 (012) 4550074
Mayflower Car Rental Sdn Bhd,+06 (03) 62531888
Mayflower Corporate Travel Services Sdn. Bhd.,+60 (3) 21675700
PNL Travel Sdn. Bhd.,+60 (03) 92844859
Cammy Travel & Tours Sdn. Bhd.,+6 (06) 2817799
Mayflower Holidays Sdn. Bhd.,+60 (03) 92321880
Maz Travel & Tours Sdn. Bhd.,+6 (09) 8262082
MB Sathian Travel & Tours Sdn Bhd,+60 (05) 6413755
Mee Young Holidays Sdn Bhd,-
Meenviks Nature Holidays Sdn. Bhd.,+60 (04) 9558287
Mega Raub Travel & Tours Sdn Bhd,+06 (09) 3562822
Mega Star Golden Holidays Sdn. Bhd.,+60 (012) 5064067
Mega Top Holiday & Transport Sdn Bhd,+60 (07) 3648922
Mega Top Leisure Sdn Bhd,+60 (4) 2954285
Megatlis Travel Sdn  Bhd,+6 (03) 87416370
Megaworld Holiday Sdn.Bhd.,+60 (07) 3516331
Meijia Travel & Tours Sdn Bhd,+60 (07) 5205264
Melati Tuah Travel  & Tours Sdn Bhd,(04) 2630450
Melody Tours & Travel Sdn Bhd,+6 (03) 80808388
Mengalum Tours & Dive Resort Sdn Bhd,+06 (088) 249051
Mercy Travel & Tours Sdn.Bhd,(05) 5260329
Meriah Teguh Travel Sdn. Bhd.,+60 (03) 92236406
Meridianvest Travel & Tours Sdn Bhd,+60 (03) 20722227
Merryworld Holidays & Limousine Sdn Bhd,+06 (03) 90756992
Mesra Penawar Travel and Tours Sdn. Bhd.,+60 (03) 40419533
Meteor Travel & Tours Sdn Bhd,+06 (03) 32410170
Metro Jaya Travel & Tours Sdn Bhd,+6 (04) 9456494
Metro Travel & Tours Service  Sdn Bhd,+6 (03) 74993328
Metropolitan Travel Service Sdn. Bhd.,+60 (084) 313155
Mewah Travel Services Sdn. Bhd.,+60 (06) 6013522
Mewen Travel Services Sdn Bhd,+60 (03) 87413593
MF Travel & Tour Sdn Bhd,+03 (9200) 9121
MGM Travel & Tour Sdn Bhd,(016) 7755365
MH Travel Sdn Bhd,+60 (06) 2813553
MHDT Travel Sdn. Bhd.,+60 (03) 21421912
Mi Escapade Sdn Bhd,+60 (03) 79318266
MICE Holidays Sdn Bhd,+60 (12) 2323227
Mice Travel Planners Sdn. Bhd.,+6 (03) 61517733
Micepodium Travel & Events Sdn Bhd,+60 (3) 79312878
Midhunass Travel & Tours Sdn. Bhd.,+60 0195432255
Mihan Travel & Tourism Sdn Bhd,+06 (03) 21667977
MikeBikes Sdn Bhd,+60 (017) 6737322
Miki Travel Sdn Bhd,+06 (03) 27320700
Millenium Travel & Logistics Sdn. Bhd.,+60 (03) 92838455
Mimax Holidays Sdn Bhd,+06 (03) 62771172
Mimm Travel & Tours Sdn. Bhd.,+60 (03) 41627879
Ming Alliance Tour & Travel Sdn Bhd,+60 (89) 862200
Ming Ming Travel Services Sdn Bhd,+60 (082) 419953
Minhakim Travels Sdn. Bhd.,+60 (03) 88618722
Miracle Journey Network Sdn Bhd,-
Miri Borneo Travel Agencies Sdn. Bhd.,+60 (085) 414336
Miri Harlim Tours & Travel (Sarawak) Sdn. Bhd.,+60 (085) 416669
Mishorai Tours & Travel Sdn. Bhd.,+06 (03) 21448088
Mission Travel Sdn Bhd,+60 (088) 210768
MIT International Travel & Tours Sdn Bhd,+6 (011) 55567007
Mitra Kembara Sdn. Bhd.,+60 (03) 27791349
Mitra Malaysia Sdn. Bhd.,+06 (03) 27791313
MITT Hijrah Travel & Tours Sdn Bhd,+06 (07) 4557579
Mitways Transport And Tours Sdn Bhd,+60 (03) 78774505
MIVS Travel & Air Cargo Agencies Sdn Bhd,+60 (04) 2614448
Mizma Travel And Tours Sdn Bhd,-
Mizume Tours & Travel Sdn Bhd,+06 (088) 250141
MJ Holidays Sdn. Bhd.,+60 (03) 89994952
MJC Leisure Sdn Bhd,+60 (03) 21436363
MJT World Vacations Sdn. Bhd.,+06 (03) 90825511
ML Transtour Sdn Bhd,+60 (04) 4420779
MM Adventure Travel And Discovery Sdn. Bhd,+60 (03) 28573441
MM2H Tristar Dynamics Sdn. Bhd.,+06 (03) 22781225
MN Ajwa Travel & Tours Sdn Bhd,+60 (016) 2121061
MN Global Trips Sdn. Bhd.,+6 (03) 79715595
MO Travel & Tour Sdn Bhd,+60 (088) 538445
Modern Nexus Travel & Tours Sdn Bhd,+60 (3) 88935307
Moghul Travel & Tours Sdn Bhd,+60 (12) 5885590
Morahols Travel Sdn. Bhd.,+60 (04) 9661155
Mount Trusmadi Travel & Tours Sdn Bhd,+60 (087) 771312
MRC Car Rentals Sdn Bhd,+60 (03) 74985897
MS Hotel Travel Sdn Bhd,+60 (05) 5062281
MS Limo Travel & Tours Sdn Bhd,+06 (07) 2260506
MSE Menara Vacation Sdn Bhd,+60 (09) 6224345
MT Vacation & Tours (M) Sdn. Bhd.,+6 (05) 2553899
MTC Travel & Tours Sdn. Bhd.,+06 (085) 427966
Muar Holiday Tours & Express Transport Sdn. Bhd.,+06 (06) 9856229
Muhibbah Express Travel & Tours Sdn Bhd,+60 (088) 240030
Mukah Travel Sdn Bhd,+6 (084) 874204
Mukmin Travel & Tour Sdn Bhd,+019 (989) 0426
Multaqa Al-Iman Travel Sdn Bhd,+6 (019) 6676965
Multiclients Travel Sdn. Bhd.,+60 (088) 485337
Alam Mutiara Holidays (Penang) Sdn.Bhd.,+6 (04) 2299981
Mun Pei Travel & Tours Sdn. Bhd.,+60 (03) 40237122
